,frequency,quantity,change,Other,Start_Drinking,Other.1,age_group,weight_loss,fitness_goals,unproductive_time,lack_of_control,hangovers,mental_health,drinking_habits,embarassment,concern_from_others,Other.2,I want to feel in control of my drinking habits,I want to look better,I want to hit my health and fitness goals,I want to lose weight,I want to learn how to have fun without drinking,I want to feel more energised,I want to regain time for activities that are important to me,I want to see if my drinking is a problem,I want to be a better role model,I want to learn how to deal with emotions in new ways,Other.3,My social life. How am I supposed to have fun without drinking or not seem boring?,My drinking isn't actually a 'problem'. Why change if I'm not an alcoholic?,Bad habits. I always pour a drink when I get home from work.,It's not the right time; I have an event coming up where I'll need to drink.,"Alcohol is how I relax, celebrate, comfort myself everything!",Drinking is just the norm,Other.4,I've successfully done dry months (like Dry January) and kept good habits afterwards,I've successfully done dry months (like Dry January) but fell back into bad habits afterwards,I've tried dry months (like Dry January) but have struggled to complete them,I've made up drinking rules for myself and am very good at sticking with them,I made up rules drinking for myself but can never stick to them,I've read books,I've done a programme,I haven't,Roughly how much do you spend on alcohol in a week?,Score,Ending,freq1,quant1,budget,consumption,cons2,freq2,freq_w,quantity_
1003,Every day,5-9 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 20s,False,False,False,True,False,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £40- £50,17,"Alcohol plays a big part in your life, ",7.0,6.5,45,45.5,2xabove,>=5Units,Every day,5-9 units
1004,1-2 times a week,12-20 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 20s,False,False,True,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,True,False,False,False,False,0,False,False,False,False,False,False,False,True, £20- £30,9,"Alcohol is causing you more trouble than you realise, ",1.5,16.0,25,24.0,2x norm,>=5Units,1-2 times a week,12-20 units
1007,1-2 times a week,2-4 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 20s,False,False,False,False,False,False,False,True,False,0,True,False,False,False,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True, £10- £20,5,"Alcohol is causing you more trouble than you realise, ",1.5,3.0,15,4.5,within  norm,<5Units,1-2 times a week,1-4 units
1008,3-4 times a week,2-4 units,0,I don't want to change anything per se,In my late teens,0,In my 20s,False,False,False,False,False,False,False,False,False,I don't want to change them,False,False,False,False,False,False,False,True,False,False,0,False,True,False,False,False,False,0,False,False,False,True,False,False,False,False, £30- £40,6,"Alcohol is causing you more trouble than you realise, ",3.5,3.0,35,10.5,within  norm,<5Units,3-4 times a week,1-4 units
1018,3-4 times a week,8-12 units,I want to drastically cut back and only drink on rare occasions,0,In my 20s,0,In my 20s,True,False,False,False,False,False,False,False,False,0,False,True,False,False,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,False,False,False,False,False,True,True, £30- £40,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,35,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
1030,5-6 times a week,1-2 units,I'm not exactly sure but I need to do something different,0,In my 20s,0,In my 20s,False,False,False,True,False,True,False,False,True,0,False,False,False,False,True,False,False,False,False,False,0,True,False,False,False,True,False,0,False,False,False,False,True,False,False,False, £30- £40,10,"Alcohol is causing you more trouble than you realise, ",5.5,1.5,35,8.25,within  norm,<5Units,5-6 times a week,1-4 units
1031,Once every two weeks,2-4 units,I want to drastically cut back and only drink on rare occasions,0,In my late teens,0,In my 20s,False,False,False,False,False,True,False,False,False,0,False,False,False,False,True,False,False,False,False,False,0,True,False,False,False,False,False,0,False,True,True,False,False,False,False,False,Under £10,3,"Alcohol is causing you more trouble than you realise, ",0.5,3.0,5,1.5,within  norm,<5Units,<1 time per week,1-4 units
1033,1-2 times a week,8-12 units,I want to drastically cut back and only drink on rare occasions,0,In my early teens,0,In my 20s,True,False,False,False,False,False,False,False,False,0,False,True,False,False,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,False,True,False,False,False,False,False, £10- £20,8,"Alcohol is causing you more trouble than you realise, ",1.5,10.0,15,15.0,within  norm,>=5Units,1-2 times a week,8-12 units
1035,3-4 times a week,12-20 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 20s,False,False,False,True,False,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,0,True,False,False,False,True,True,0,False,False,True,False,True,False,False,False, £30- £40,10,"Alcohol is causing you more trouble than you realise, ",3.5,16.0,35,56.0,2xabove,>=5Units,3-4 times a week,12-20 units
1047,3-4 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 20s,False,False,False,True,False,False,False,False,False,0,False,False,True,False,True,False,False,False,False,False,0,True,False,False,False,True,False,0,False,False,False,False,True,False,False,False, £10- £20,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,15,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
1048,1-2 times a week,5-9 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 20s,False,False,False,False,False,True,False,False,False,0,False,False,False,False,False,False,False,False,False,True,0,False,True,False,False,False,True,0,True,False,False,False,False,False,False,False, £30- £40,6,"Alcohol is causing you more trouble than you realise, ",1.5,6.5,35,9.75,within  norm,>=5Units,1-2 times a week,5-9 units
1054,1-2 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 20s,False,True,False,False,False,True,False,False,False,0,False,False,True,False,False,True,False,False,False,True,0,True,False,False,False,False,True,0,True,False,False,True,False,False,False,False, £20- £30,8,"Alcohol is causing you more trouble than you realise, ",1.5,10.0,25,15.0,within  norm,>=5Units,1-2 times a week,8-12 units
1058,1-2 times a week,5-9 units,I want to detox and reset my drinking habits,0,In my 20s,0,In my 20s,True,False,True,True,True,False,True,False,False,0,False,True,True,True,False,True,True,False,False,False,0,True,False,False,False,True,False,0,False,False,False,False,True,False,False,False, £20- £30,6,"Alcohol is causing you more trouble than you realise, ",1.5,6.5,25,9.75,within  norm,>=5Units,1-2 times a week,5-9 units
1062,3-4 times a week,5-9 units,I'm not exactly sure but I need to do something different,0,In my 20s,0,In my 20s,False,False,False,False,True,False,False,False,False,0,False,False,True,False,False,False,False,False,False,False,0,False,True,False,False,False,False,0,False,True,False,False,False,False,False,False, £20- £30,7,"Alcohol is causing you more trouble than you realise, ",3.5,6.5,25,22.75,2x norm,>=5Units,3-4 times a week,5-9 units
1066,3-4 times a week,8-12 units,0,Lose weight,In my early teens,0,In my 20s,True,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £10- £20,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,15,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
1068,1-2 times a week,8-12 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 20s,False,False,False,True,False,False,False,False,False,0,False,False,False,False,True,False,False,True,False,False,0,True,True,False,False,True,False,0,False,False,False,False,False,False,False,True, £20- £30,8,"Alcohol is causing you more trouble than you realise, ",1.5,10.0,25,15.0,within  norm,>=5Units,1-2 times a week,8-12 units
1073,Once every two weeks,8-12 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 20s,False,False,False,False,False,True,True,True,True,0,False,False,False,True,True,False,False,True,False,True,0,False,False,False,False,True,False,0,False,False,True,True,False,False,False,False,Under £10,6,"Alcohol is causing you more trouble than you realise, ",0.5,10.0,5,5.0,within  norm,>=5Units,<1 time per week,8-12 units
1074,1-2 times a week,12-20 units,I want to detox and reset my drinking habits,0,In my early teens,0,In my 20s,False,False,False,False,False,True,False,False,False,0,False,False,False,False,False,False,True,False,False,False,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True, £40- £50,9,"Alcohol is causing you more trouble than you realise, ",1.5,16.0,45,24.0,2x norm,>=5Units,1-2 times a week,12-20 units
1076,Once every two weeks,8-12 units,0,Just to see if it's healthy,In my late teens,0,In my 20s,False,False,False,False,False,False,False,False,False,I'm not,False,False,False,False,False,False,False,True,False,False,0,False,True,False,False,False,False,0,True,False,False,False,False,False,False,False,Under £10,6,"Alcohol is causing you more trouble than you realise, ",0.5,10.0,5,5.0,within  norm,>=5Units,<1 time per week,8-12 units
1082,1-2 times a week,5-9 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 20s,False,False,False,False,False,True,False,False,False,0,False,False,False,False,False,False,False,False,False,True,0,False,True,False,False,False,False,0,False,False,False,False,False,False,False,True,Under £10,6,"Alcohol is causing you more trouble than you realise, ",1.5,6.5,5,9.75,within  norm,>=5Units,1-2 times a week,5-9 units
1092,1-2 times a week,More than 20 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 20s,True,False,False,False,True,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,False,False,False,True,False,False,False, £30- £40,10,"Alcohol is causing you more trouble than you realise, ",1.5,30.0,35,45.0,2xabove,>=5Units,1-2 times a week,20 units+
1094,Every day,2-4 units,I'm not exactly sure but I need to do something different,0,In my 20s,0,In my 20s,True,True,False,False,False,False,False,False,True,0,False,False,False,True,False,False,False,True,False,True,0,True,True,False,False,True,False,0,False,False,False,False,False,False,False,True, £10- £20,16,"Alcohol plays a big part in your life, ",7.0,3.0,15,21.0,2x norm,<5Units,Every day,1-4 units
1095,Every day,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 20s,False,False,False,False,False,True,False,False,False,0,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True, £50+,19,"Alcohol plays a big part in your life, ",7.0,10.0,55,70.0,2xabove,>=5Units,Every day,8-12 units
1101,Once every two weeks,1-2 units,I want to drastically cut back and only drink on rare occasions,0,In my early teens,0,In my 20s,True,False,False,False,False,False,False,False,False,0,False,False,True,False,False,False,False,False,False,False,0,True,False,False,False,True,False,0,False,False,False,False,False,True,False,False, £10- £20,2,"Alcohol is causing you more trouble than you realise, ",0.5,1.5,15,0.75,within  norm,<5Units,<1 time per week,1-4 units
1102,Once every two weeks,5-9 units,0,Nothing I'm just taking the quiz,In my late teens,0,In my 20s,False,False,False,False,False,False,True,False,False,0,False,True,True,True,False,True,True,True,True,True,0,False,False,False,False,False,False,"Nothing, sadly",False,False,False,False,False,False,False,True, £40- £50,4,"Alcohol is causing you more trouble than you realise, ",0.5,6.5,45,3.25,within  norm,>=5Units,<1 time per week,5-9 units
1106,1-2 times a week,More than 20 units,I want to detox and reset my drinking habits,0,In my early teens,0,In my 20s,False,False,False,False,True,False,False,True,False,0,False,False,False,False,False,False,True,False,False,False,0,True,False,False,False,False,False,0,False,True,False,False,True,True,False,False, £20- £30,10,"Alcohol is causing you more trouble than you realise, ",1.5,30.0,25,45.0,2xabove,>=5Units,1-2 times a week,20 units+
1107,5-6 times a week,12-20 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 20s,False,False,False,False,True,False,False,False,False,0,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,True,0,False,False,False,False,False,False,False,True, £50+,15,"Alcohol plays a big part in your life, ",5.5,16.0,55,88.0,2xabove,>=5Units,5-6 times a week,12-20 units
1109,3-4 times a week,More than 20 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 20s,False,False,False,False,True,True,True,False,False,0,True,False,False,False,False,False,False,True,False,False,0,True,False,True,False,False,False,0,False,False,False,False,False,False,False,True, £30- £40,11,"Alcohol plays a big part in your life, ",3.5,30.0,35,105.0,2xabove,>=5Units,3-4 times a week,20 units+
1112,3-4 times a week,More than 20 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 20s,False,False,True,False,False,False,False,False,False,0,True,True,False,False,False,True,False,False,False,False,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True, £50+,11,"Alcohol plays a big part in your life, ",3.5,30.0,55,105.0,2xabove,>=5Units,3-4 times a week,20 units+
1123,3-4 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 20s,False,True,True,False,False,True,False,False,False,0,False,False,True,True,True,False,False,False,False,False,0,True,True,False,False,True,True,0,False,True,False,False,False,False,False,False, £50+,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,55,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
1128,3-4 times a week,8-12 units,I want to drastically cut back and only drink on rare occasions,0,In my early teens,0,In my 20s,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,True,False,0,False,False,False,False,False,False,True,False, £10- £20,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,15,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
1131,5-6 times a week,5-9 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 20s,False,True,False,False,True,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,0,True,False,False,False,True,False,0,False,False,False,True,False,False,False,True, £30- £40,12,"Alcohol plays a big part in your life, ",5.5,6.5,35,35.75,2xabove,>=5Units,5-6 times a week,5-9 units
1169,Every day,2-4 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 20s,False,False,False,False,False,True,False,False,False,0,False,False,False,False,False,False,False,False,False,True,0,False,False,True,False,False,False,0,False,False,False,False,True,False,False,False, £50+,16,"Alcohol plays a big part in your life, ",7.0,3.0,55,21.0,2x norm,<5Units,Every day,1-4 units
1173,3-4 times a week,5-9 units,I want to drastically cut back and only drink on rare occasions,0,In my late teens,0,In my 20s,True,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,True,False,True,False,False,True,0,True,False,False,False,False,False,False,False, £20- £30,7,"Alcohol is causing you more trouble than you realise, ",3.5,6.5,25,22.75,2x norm,>=5Units,3-4 times a week,5-9 units
1174,5-6 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 20s,False,False,True,False,False,False,False,False,False,0,False,False,True,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,True,False,False,False,False,False,False, £40- £50,14,"Alcohol plays a big part in your life, ",5.5,10.0,45,55.0,2xabove,>=5Units,5-6 times a week,8-12 units
1180,3-4 times a week,8-12 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 20s,False,False,False,False,False,False,False,True,False,0,False,False,False,False,True,False,False,False,False,False,0,False,True,False,False,False,False,0,False,False,False,False,False,False,False,True,Under £10,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,5,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
1181,1-2 times a week,5-9 units,I want to drastically cut back and only drink on rare occasions,0,In my 20s,0,In my 20s,False,False,False,False,False,True,False,False,False,0,False,False,False,False,False,False,True,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £10- £20,6,"Alcohol is causing you more trouble than you realise, ",1.5,6.5,15,9.75,within  norm,>=5Units,1-2 times a week,5-9 units
1196,5-6 times a week,More than 20 units,0,Drink more,In my early teens,0,In my 20s,False,False,False,False,False,False,False,False,False,Absolutely nothing,False,False,False,False,False,False,False,False,False,False,Drink,False,False,False,False,False,False,Nothing,False,False,False,False,False,False,False,True, £50+,16,"Alcohol plays a big part in your life, ",5.5,30.0,55,165.0,2xabove,>=5Units,5-6 times a week,20 units+
1198,1-2 times a week,5-9 units,I'm not exactly sure but I need to do something different,0,In my 20s,0,In my 20s,False,False,False,False,False,False,False,False,True,0,True,False,False,False,True,False,False,True,False,True,0,False,True,False,False,True,False,0,False,False,False,False,True,False,False,False,Under £10,6,"Alcohol is causing you more trouble than you realise, ",1.5,6.5,5,9.75,within  norm,>=5Units,1-2 times a week,5-9 units
1217,1-2 times a week,More than 20 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 20s,False,False,False,False,False,False,False,False,False,No reason,False,False,True,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £20- £30,10,"Alcohol is causing you more trouble than you realise, ",1.5,30.0,25,45.0,2xabove,>=5Units,1-2 times a week,20 units+
1218,3-4 times a week,5-9 units,0,None,In my late teens,0,In my 20s,False,False,False,False,False,False,False,False,False,Nothing,False,False,False,False,False,False,False,False,False,False,None,False,False,False,True,False,False,0,False,False,False,False,False,False,False,True, £20- £30,7,"Alcohol is causing you more trouble than you realise, ",3.5,6.5,25,22.75,2x norm,>=5Units,3-4 times a week,5-9 units
1235,3-4 times a week,5-9 units,0,No change,In my early teens,0,In my 20s,False,False,False,False,False,False,False,False,False,No change needed,False,False,False,False,False,False,False,False,False,False,Drinking is fun,False,False,False,False,False,False,Nothing,False,False,False,False,False,False,False,True, £10- £20,7,"Alcohol is causing you more trouble than you realise, ",3.5,6.5,15,22.75,2x norm,>=5Units,3-4 times a week,5-9 units
1239,3-4 times a week,More than 20 units,I want to drastically cut back and only drink on rare occasions,0,In my early teens,0,In my 20s,False,False,False,False,False,False,True,False,False,0,True,False,False,False,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,True,False,False,False,False,False,False, £50+,11,"Alcohol plays a big part in your life, ",3.5,30.0,55,105.0,2xabove,>=5Units,3-4 times a week,20 units+
1242,3-4 times a week,5-9 units,I want to detox and reset my drinking habits,0,In my late teens,0,In my 20s,False,False,False,False,True,False,False,True,False,0,False,False,False,True,False,False,True,False,False,False,0,True,False,False,False,False,False,0,False,True,False,False,False,False,False,False, £40- £50,7,"Alcohol is causing you more trouble than you realise, ",3.5,6.5,45,22.75,2x norm,>=5Units,3-4 times a week,5-9 units
1247,3-4 times a week,More than 20 units,0,Nothing,In my early teens,0,In my 20s,False,False,False,True,False,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,0,False,True,False,False,False,False,0,False,False,False,False,False,False,False,True, £50+,11,"Alcohol plays a big part in your life, ",3.5,30.0,55,105.0,2xabove,>=5Units,3-4 times a week,20 units+
1250,3-4 times a week,5-9 units,0,Yolo,In my 20s,0,In my 20s,True,False,False,False,False,False,False,False,False,0,False,True,True,True,False,False,False,False,False,False,0,True,True,False,False,True,False,0,True,False,False,False,False,False,False,False, £20- £30,7,"Alcohol is causing you more trouble than you realise, ",3.5,6.5,25,22.75,2x norm,>=5Units,3-4 times a week,5-9 units
1257,3-4 times a week,8-12 units,I want to drastically cut back and only drink on rare occasions,0,In my 20s,0,In my 20s,False,True,True,False,False,False,False,False,False,0,True,True,True,True,False,True,False,False,False,False,0,False,False,False,False,False,True,0,False,True,False,False,False,False,False,False, £30- £40,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,35,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
1265,3-4 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 20s,False,True,True,False,False,False,False,False,False,0,True,False,True,False,True,False,False,False,False,False,0,True,False,True,False,False,False,0,False,False,False,True,False,False,False,False, £20- £30,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,25,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
1269,Every day,8-12 units,I want to drastically cut back and only drink on rare occasions,0,In my early teens,0,In my 20s,False,False,False,False,False,False,True,False,False,0,False,False,False,False,False,True,False,False,False,False,0,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True, £40- £50,19,"Alcohol plays a big part in your life, ",7.0,10.0,45,70.0,2xabove,>=5Units,Every day,8-12 units
1277,3-4 times a week,8-12 units,I want to drastically cut back and only drink on rare occasions,0,In my late teens,0,In my 20s,False,False,True,False,False,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,0,True,False,False,False,False,False,0,False,False,False,False,True,False,False,False, £40- £50,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,45,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
1296,1-2 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 20s,True,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,False,False,False,True,False,False,True, £20- £30,8,"Alcohol is causing you more trouble than you realise, ",1.5,10.0,25,15.0,within  norm,>=5Units,1-2 times a week,8-12 units
1305,Every day,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 20s,False,False,False,True,False,False,True,False,False,0,False,False,False,False,False,False,False,False,False,True,0,False,False,True,False,True,False,0,False,False,False,False,False,False,False,True, £20- £30,19,"Alcohol plays a big part in your life, ",7.0,10.0,25,70.0,2xabove,>=5Units,Every day,8-12 units
1307,3-4 times a week,8-12 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 20s,True,True,False,False,False,False,False,False,False,0,True,True,True,True,True,False,False,False,False,False,0,True,True,False,False,False,True,0,False,False,False,False,False,False,False,True, £40- £50,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,45,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
1314,3-4 times a week,5-9 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 20s,True,False,False,False,False,False,False,False,False,0,False,False,True,False,False,False,False,False,False,False,0,False,True,False,False,False,False,0,False,False,False,False,False,False,False,True, £20- £30,7,"Alcohol is causing you more trouble than you realise, ",3.5,6.5,25,22.75,2x norm,>=5Units,3-4 times a week,5-9 units
1315,1-2 times a week,8-12 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 20s,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,True,False,0,False,False,False,True,False,False,False,False,Under £10,8,"Alcohol is causing you more trouble than you realise, ",1.5,10.0,5,15.0,within  norm,>=5Units,1-2 times a week,8-12 units
1322,5-6 times a week,2-4 units,I want to detox and reset my drinking habits,0,In my 20s,0,In my 20s,False,False,False,True,False,False,False,False,False,0,True,False,False,False,True,True,False,True,False,True,0,False,False,True,False,True,False,0,False,False,False,False,False,False,False,True, £10- £20,11,"Alcohol plays a big part in your life, ",5.5,3.0,15,16.5,2x norm,<5Units,5-6 times a week,1-4 units
1325,3-4 times a week,5-9 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 20s,True,False,False,False,False,False,False,False,False,0,False,True,False,False,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,False,False,False,True,False,False,False, £40- £50,7,"Alcohol is causing you more trouble than you realise, ",3.5,6.5,45,22.75,2x norm,>=5Units,3-4 times a week,5-9 units
1335,1-2 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 20s,False,False,True,False,False,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,0,True,False,False,False,True,False,0,False,False,False,False,False,False,False,True,Under £10,8,"Alcohol is causing you more trouble than you realise, ",1.5,10.0,5,15.0,within  norm,>=5Units,1-2 times a week,8-12 units
1338,1-2 times a week,2-4 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 20s,True,True,False,True,False,True,False,True,False,0,True,True,True,True,False,False,False,True,False,False,0,True,False,False,False,False,True,0,False,False,False,False,False,False,False,True, £10- £20,5,"Alcohol is causing you more trouble than you realise, ",1.5,3.0,15,4.5,within  norm,<5Units,1-2 times a week,1-4 units
1342,1-2 times a week,12-20 units,I want to reduce how much alcohol I'm drinking,0,In my 20s,0,In my 20s,True,False,True,False,False,False,False,False,False,0,False,True,False,False,False,True,True,False,False,False,0,True,False,False,False,False,True,0,False,True,False,False,False,False,False,False, £10- £20,9,"Alcohol is causing you more trouble than you realise, ",1.5,16.0,15,24.0,2x norm,>=5Units,1-2 times a week,12-20 units
1351,3-4 times a week,More than 20 units,0,Nothing really just wanted to do the quiz,In my early teens,0,In my 20s,False,False,False,False,False,False,False,False,False,Nada,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True, £50+,11,"Alcohol plays a big part in your life, ",3.5,30.0,55,105.0,2xabove,>=5Units,3-4 times a week,20 units+
1376,Every day,2-4 units,I want to drastically cut back and only drink on rare occasions,0,In my late teens,0,In my 20s,True,True,False,False,False,True,False,False,False,0,True,True,True,True,True,True,True,True,False,False,0,False,True,False,False,False,False,0,False,False,False,True,False,False,False,False, £40- £50,16,"Alcohol plays a big part in your life, ",7.0,3.0,45,21.0,2x norm,<5Units,Every day,1-4 units
1390,1-2 times a week,12-20 units,0,dick,In my late teens,0,In my 20s,False,False,False,False,False,False,False,False,True,0,False,False,True,False,False,False,False,False,False,False,0,False,False,False,False,False,False,Dick,False,False,False,False,False,False,False,True,Under £10,9,"Alcohol is causing you more trouble than you realise, ",1.5,16.0,5,24.0,2x norm,>=5Units,1-2 times a week,12-20 units
1394,3-4 times a week,5-9 units,I'm not exactly sure but I need to do something different,0,In my 20s,0,In my 20s,True,False,False,False,False,False,True,False,False,0,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,True,False,0,False,False,False,True,False,False,False,False, £10- £20,7,"Alcohol is causing you more trouble than you realise, ",3.5,6.5,15,22.75,2x norm,>=5Units,3-4 times a week,5-9 units
1395,1-2 times a week,5-9 units,I want to drastically cut back and only drink on rare occasions,0,In my 20s,0,In my 20s,True,True,False,False,True,False,False,False,False,0,False,True,True,True,False,True,False,False,False,False,0,True,False,False,False,True,True,0,False,True,False,True,False,False,False,False, £30- £40,6,"Alcohol is causing you more trouble than you realise, ",1.5,6.5,35,9.75,within  norm,>=5Units,1-2 times a week,5-9 units
1396,3-4 times a week,8-12 units,I'm not exactly sure but I need to do something different,0,In my 20s,0,In my 20s,False,False,False,False,False,False,False,False,True,0,False,True,False,False,False,False,False,False,False,False,0,False,True,False,False,False,False,0,False,False,False,False,False,False,False,True, £20- £30,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,25,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
1400,3-4 times a week,8-12 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 20s,False,True,False,True,False,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,0,False,False,True,False,True,False,0,False,False,False,True,True,False,False,False, £20- £30,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,25,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
1408,3-4 times a week,2-4 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 20s,True,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,False,False,False,True,False,0,True,True,False,False,False,False,False,False, £20- £30,6,"Alcohol is causing you more trouble than you realise, ",3.5,3.0,25,10.5,within  norm,<5Units,3-4 times a week,1-4 units
1410,3-4 times a week,2-4 units,I want to reduce how much alcohol I'm drinking,0,In my 20s,0,In my 20s,False,False,False,False,False,False,True,False,False,0,False,False,False,True,True,False,False,False,False,True,0,False,True,False,False,False,False,0,False,False,False,False,True,False,False,False, £20- £30,6,"Alcohol is causing you more trouble than you realise, ",3.5,3.0,25,10.5,within  norm,<5Units,3-4 times a week,1-4 units
1414,3-4 times a week,5-9 units,I'm not exactly sure but I need to do something different,0,In my 20s,0,In my 20s,False,False,False,False,True,False,False,True,True,0,False,False,False,False,False,False,False,True,False,False,0,False,True,False,False,True,False,0,False,False,False,False,False,False,False,True, £20- £30,7,"Alcohol is causing you more trouble than you realise, ",3.5,6.5,25,22.75,2x norm,>=5Units,3-4 times a week,5-9 units
1417,1-2 times a week,1-2 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 20s,True,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £20- £30,4,"Alcohol is causing you more trouble than you realise, ",1.5,1.5,25,2.25,within  norm,<5Units,1-2 times a week,1-4 units
