,frequency,quantity,change,Other,Start_Drinking,Other.1,age_group,weight_loss,fitness_goals,unproductive_time,lack_of_control,hangovers,mental_health,drinking_habits,embarassment,concern_from_others,Other.2,I want to feel in control of my drinking habits,I want to look better,I want to hit my health and fitness goals,I want to lose weight,I want to learn how to have fun without drinking,I want to feel more energised,I want to regain time for activities that are important to me,I want to see if my drinking is a problem,I want to be a better role model,I want to learn how to deal with emotions in new ways,Other.3,My social life. How am I supposed to have fun without drinking or not seem boring?,My drinking isn't actually a 'problem'. Why change if I'm not an alcoholic?,Bad habits. I always pour a drink when I get home from work.,It's not the right time; I have an event coming up where I'll need to drink.,"Alcohol is how I relax, celebrate, comfort myself everything!",Drinking is just the norm,Other.4,I've successfully done dry months (like Dry January) and kept good habits afterwards,I've successfully done dry months (like Dry January) but fell back into bad habits afterwards,I've tried dry months (like Dry January) but have struggled to complete them,I've made up drinking rules for myself and am very good at sticking with them,I made up rules drinking for myself but can never stick to them,I've read books,I've done a programme,I haven't,Roughly how much do you spend on alcohol in a week?,Score,Ending,freq1,quant1,budget,consumption,cons2,freq2,freq_w,quantity_
549,3-4 times a week,2-4 units,I want to detox and reset my drinking habits,0,In my 30s,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,Under £10,6,"Alcohol is causing you more trouble than you realise, ",3.5,3.0,5,10.5,within  norm,<5Units,3-4 times a week,1-4 units
550,3-4 times a week,More than 20 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 30s,False,False,False,False,False,True,False,False,False,0,False,False,False,False,False,True,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £20- £30,11,"Alcohol plays a big part in your life, ",3.5,30.0,25,105.0,2xabove,>=5Units,3-4 times a week,20 units+
551,5-6 times a week,12-20 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 30s,True,False,False,False,False,False,False,False,False,0,True,True,False,True,True,False,False,True,False,False,0,True,False,False,False,True,True,0,False,False,True,False,False,False,False,False, £20- £30,15,"Alcohol plays a big part in your life, ",5.5,16.0,25,88.0,2xabove,>=5Units,5-6 times a week,12-20 units
552,5-6 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 40s,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £20- £30,14,"Alcohol plays a big part in your life, ",5.5,10.0,25,55.0,2xabove,>=5Units,5-6 times a week,8-12 units
554,5-6 times a week,12-20 units,I want to detox and reset my drinking habits,0,In my 30s,0,In my 30s,True,True,True,True,True,False,False,False,False,0,True,True,True,True,False,False,True,False,False,False,0,False,False,True,False,True,False,0,True,False,False,False,False,False,True,False, £50+,15,"Alcohol plays a big part in your life, ",5.5,16.0,55,88.0,2xabove,>=5Units,5-6 times a week,12-20 units
555,3-4 times a week,1-2 units,0,Im ok,In my late teens,0,In my 40s,False,False,False,False,False,False,False,False,False,Im ok,False,True,True,True,False,True,False,False,False,False,0,False,True,False,False,False,False,0,True,False,False,False,False,False,False,False,Under £10,5,"Alcohol is causing you more trouble than you realise, ",3.5,1.5,5,5.25,within  norm,<5Units,3-4 times a week,1-4 units
556,3-4 times a week,8-12 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 30s,False,True,True,False,True,False,False,False,False,0,False,True,True,True,False,True,True,False,False,False,0,True,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £30- £40,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,35,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
557,3-4 times a week,8-12 units,I want to detox and reset my drinking habits,0,In my early teens,0,In my 40s,False,False,False,True,False,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £20- £30,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,25,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
558,5-6 times a week,5-9 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 20s,False,False,False,False,False,False,True,False,False,0,False,False,False,False,False,False,False,True,False,False,0,True,False,False,False,False,False,0,False,False,False,False,True,False,False,False, £20- £30,12,"Alcohol plays a big part in your life, ",5.5,6.5,25,35.75,2xabove,>=5Units,5-6 times a week,5-9 units
559,Every day,12-20 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 30s,False,False,False,False,False,False,True,False,False,0,True,False,False,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £30- £40,20,"Alcohol plays a big part in your life, ",7.0,16.0,35,112.0,2xabove,>=5Units,Every day,12-20 units
560,3-4 times a week,5-9 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 30s,False,False,False,False,False,False,True,False,False,0,False,False,True,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £10- £20,7,"Alcohol is causing you more trouble than you realise, ",3.5,6.5,15,22.75,2x norm,>=5Units,3-4 times a week,5-9 units
562,5-6 times a week,5-9 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 30s,False,False,False,False,False,False,False,False,True,0,False,True,False,False,True,False,False,False,False,False,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True, £20- £30,12,"Alcohol plays a big part in your life, ",5.5,6.5,25,35.75,2xabove,>=5Units,5-6 times a week,5-9 units
564,Every day,5-9 units,0,Non,In my 20s,0,In my 30s,False,False,False,False,False,False,False,False,False,Nothing,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £10- £20,17,"Alcohol plays a big part in your life, ",7.0,6.5,15,45.5,2xabove,>=5Units,Every day,5-9 units
565,1-2 times a week,More than 20 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 40s,False,False,False,False,True,False,False,False,False,0,False,True,False,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £30- £40,10,"Alcohol is causing you more trouble than you realise, ",1.5,30.0,35,45.0,2xabove,>=5Units,1-2 times a week,20 units+
566,Every day,2-4 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,False,True,False,False,False,0,True,False,False,False,False,False,False,False, £10- £20,16,"Alcohol plays a big part in your life, ",7.0,3.0,15,21.0,2x norm,<5Units,Every day,1-4 units
567,5-6 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 30s,True,False,False,False,False,True,False,False,False,0,False,False,True,True,True,False,False,False,False,False,0,False,False,True,False,True,False,0,False,False,True,False,True,False,False,False, £10- £20,14,"Alcohol plays a big part in your life, ",5.5,10.0,15,55.0,2xabove,>=5Units,5-6 times a week,8-12 units
568,1-2 times a week,8-12 units,I want to drastically cut back and only drink on rare occasions,0,In my early teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,True,False,False,False,False,False, £10- £20,8,"Alcohol is causing you more trouble than you realise, ",1.5,10.0,15,15.0,within  norm,>=5Units,1-2 times a week,8-12 units
569,Every day,2-4 units,I want to drastically cut back and only drink on rare occasions,0,In my late teens,0,In my 40s,False,False,False,False,False,False,False,False,False,Just wanna know,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,True,0,True,False,False,False,False,False,False,False, £10- £20,16,"Alcohol plays a big part in your life, ",7.0,3.0,15,21.0,2x norm,<5Units,Every day,1-4 units
570,1-2 times a week,5-9 units,I want to detox and reset my drinking habits,0,In my early teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,False,True,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,True,False,False,False,False,False,False,False, £10- £20,6,"Alcohol is causing you more trouble than you realise, ",1.5,6.5,15,9.75,within  norm,>=5Units,1-2 times a week,5-9 units
572,1-2 times a week,5-9 units,I want to detox and reset my drinking habits,0,In my late teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,True,False,False,False,False,False,False, £20- £30,6,"Alcohol is causing you more trouble than you realise, ",1.5,6.5,25,9.75,within  norm,>=5Units,1-2 times a week,5-9 units
576,3-4 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,False,False,False,False,True,False,False,False,False,0,True,True,False,True,False,False,0,False,False,False,True,False,False,False,False, £20- £30,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,25,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
577,1-2 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my 20s,0,In my 30s,True,True,False,False,False,True,False,False,False,0,False,True,True,True,False,False,False,False,False,False,0,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True, £30- £40,8,"Alcohol is causing you more trouble than you realise, ",1.5,10.0,35,15.0,within  norm,>=5Units,1-2 times a week,8-12 units
578,Once every two weeks,8-12 units,I want to drastically cut back and only drink on rare occasions,0,In my late teens,0,In my 40s,False,False,False,False,True,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,True,False,False,False,False,0,False,True,False,False,False,False,False,False,Under £10,6,"Alcohol is causing you more trouble than you realise, ",0.5,10.0,5,5.0,within  norm,>=5Units,<1 time per week,8-12 units
581,1-2 times a week,2-4 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,False,True,False,False,False,False,False,False,False,0,False,False,False,False,False,False,Work,False,False,False,False,False,False,False,True,Under £10,5,"Alcohol is causing you more trouble than you realise, ",1.5,3.0,5,4.5,within  norm,<5Units,1-2 times a week,1-4 units
582,3-4 times a week,2-4 units,I want to drastically cut back and only drink on rare occasions,0,In my late teens,0,In my 40s,False,False,True,False,False,False,True,False,False,0,False,True,False,False,False,False,False,False,False,False,0,False,False,True,False,False,False,0,False,False,False,False,False,False,False,True, £10- £20,6,"Alcohol is causing you more trouble than you realise, ",3.5,3.0,15,10.5,within  norm,<5Units,3-4 times a week,1-4 units
583,Every day,12-20 units,I'm not exactly sure but I need to do something different,0,In my 40s,40s,In my 40s,False,False,False,True,False,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,True,0,False,False,False,False,True,False,False,False, £50+,20,"Alcohol plays a big part in your life, ",7.0,16.0,55,112.0,2xabove,>=5Units,Every day,12-20 units
586,1-2 times a week,8-12 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 30s,False,False,True,False,False,False,False,False,False,0,False,True,True,True,False,False,False,False,False,False,0,False,True,False,False,False,False,0,False,False,False,False,False,False,False,True, £10- £20,8,"Alcohol is causing you more trouble than you realise, ",1.5,10.0,15,15.0,within  norm,>=5Units,1-2 times a week,8-12 units
588,Every day,More than 20 units,0,Nothing,In my late teens,0,In my 40s,False,False,False,False,False,False,False,False,False,None,False,False,False,False,False,False,False,False,True,False,0,True,False,False,False,False,False,0,False,False,False,False,False,True,False,False, £50+,21,"Alcohol is causing you more trouble than you realise, ",7.0,30.0,55,210.0,2xabove,>=5Units,Every day,20 units+
589,5-6 times a week,8-12 units,I want to detox and reset my drinking habits,0,In my early teens,0,In my 30s,False,False,False,False,False,True,False,False,False,0,True,False,False,False,True,False,False,False,False,False,0,False,False,True,False,True,True,0,False,False,True,False,True,False,False,False, £30- £40,14,"Alcohol plays a big part in your life, ",5.5,10.0,35,55.0,2xabove,>=5Units,5-6 times a week,8-12 units
590,5-6 times a week,5-9 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 40s,False,False,True,False,False,False,False,False,False,0,False,False,False,False,False,False,True,False,False,False,0,False,False,True,False,False,False,0,False,False,False,False,True,False,False,False, £20- £30,12,"Alcohol plays a big part in your life, ",5.5,6.5,25,35.75,2xabove,>=5Units,5-6 times a week,5-9 units
591,3-4 times a week,More than 20 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 30s,True,False,False,False,False,False,False,False,False,0,False,True,False,True,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,True,False,False,False,False, £20- £30,11,"Alcohol plays a big part in your life, ",3.5,30.0,25,105.0,2xabove,>=5Units,3-4 times a week,20 units+
594,1-2 times a week,12-20 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 30s,True,False,True,False,False,False,False,False,False,0,False,True,False,True,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,True,False,False,False,False,False,False, £10- £20,9,"Alcohol is causing you more trouble than you realise, ",1.5,16.0,15,24.0,2x norm,>=5Units,1-2 times a week,12-20 units
597,1-2 times a week,More than 20 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 20s,True,True,False,False,False,True,False,False,False,0,False,True,False,False,False,False,False,False,False,False,0,True,True,False,False,False,False,0,False,False,False,False,False,False,False,True, £40- £50,10,"Alcohol is causing you more trouble than you realise, ",1.5,30.0,45,45.0,2xabove,>=5Units,1-2 times a week,20 units+
598,1-2 times a week,12-20 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 30s,False,False,True,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £40- £50,9,"Alcohol is causing you more trouble than you realise, ",1.5,16.0,45,24.0,2x norm,>=5Units,1-2 times a week,12-20 units
599,Once a month,12-20 units,I want to drastically cut back and only drink on rare occasions,0,In my late teens,0,In my 30s,False,True,False,False,False,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,True,0,False,False,False,True,False,False,False,False,Under £10,6,"Alcohol is causing you more trouble than you realise, ",0.25,16.0,5,4.0,within  norm,>=5Units,<1 time per week,12-20 units
600,1-2 times a week,12-20 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 40s,False,False,False,False,True,True,False,True,False,0,True,False,False,False,False,False,False,False,True,False,0,True,False,False,False,True,False,0,True,False,False,False,False,False,False,False,Under £10,9,"Alcohol is causing you more trouble than you realise, ",1.5,16.0,5,24.0,2x norm,>=5Units,1-2 times a week,12-20 units
601,Every day,5-9 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 30s,False,False,False,False,False,False,True,False,False,0,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,True,False,0,False,False,False,False,True,False,False,False, £40- £50,17,"Alcohol plays a big part in your life, ",7.0,6.5,45,45.5,2xabove,>=5Units,Every day,5-9 units
604,Once every two weeks,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 20s,True,False,False,False,False,False,False,False,False,0,False,True,False,False,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True,Under £10,6,"Alcohol is causing you more trouble than you realise, ",0.5,10.0,5,5.0,within  norm,>=5Units,<1 time per week,8-12 units
605,Every day,8-12 units,I want to drastically cut back and only drink on rare occasions,0,In my late teens,0,In my 20s,True,False,False,False,False,False,False,True,False,0,False,True,False,True,True,False,False,False,False,False,0,False,False,True,False,True,False,0,False,False,False,False,False,False,False,True, £20- £30,19,"Alcohol plays a big part in your life, ",7.0,10.0,25,70.0,2xabove,>=5Units,Every day,8-12 units
607,Once every two weeks,More than 20 units,I want to drastically cut back and only drink on rare occasions,0,In my early teens,0,In my 30s,True,False,False,True,False,True,False,False,False,0,True,False,False,True,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True, £10- £20,8,"Alcohol is causing you more trouble than you realise, ",0.5,30.0,15,15.0,within  norm,>=5Units,<1 time per week,20 units+
612,3-4 times a week,12-20 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 30s,True,True,True,True,True,True,False,True,False,0,True,True,True,True,False,True,True,False,False,False,0,False,True,False,False,True,True,0,False,True,False,False,True,False,False,False, £50+,10,"Alcohol is causing you more trouble than you realise, ",3.5,16.0,55,56.0,2xabove,>=5Units,3-4 times a week,12-20 units
614,1-2 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my 20s,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,0,True,False,False,False,False,False,0,False,False,True,False,False,False,False,False, £20- £30,8,"Alcohol is causing you more trouble than you realise, ",1.5,10.0,25,15.0,within  norm,>=5Units,1-2 times a week,8-12 units
615,3-4 times a week,2-4 units,0,Happy as I am,In my early teens,0,In my 40s,False,False,False,False,False,False,False,False,False,I dont,False,False,False,False,False,False,False,False,False,False,I m happy with life,False,True,False,False,False,False,0,False,False,False,False,False,False,False,True, £30- £40,6,"Alcohol is causing you more trouble than you realise, ",3.5,3.0,35,10.5,within  norm,<5Units,3-4 times a week,1-4 units
618,3-4 times a week,12-20 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 30s,False,False,True,False,False,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,0,True,False,False,False,False,False,0,False,False,True,False,False,False,False,False, £40- £50,10,"Alcohol is causing you more trouble than you realise, ",3.5,16.0,45,56.0,2xabove,>=5Units,3-4 times a week,12-20 units
619,5-6 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,False,True,False,False,False,0,False,False,False,True,False,False,False,False, £10- £20,14,"Alcohol plays a big part in your life, ",5.5,10.0,15,55.0,2xabove,>=5Units,5-6 times a week,8-12 units
622,Once a month,8-12 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 20s,False,False,False,False,False,False,False,True,False,0,False,True,False,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,Under £10,5,"Alcohol is causing you more trouble than you realise, ",0.25,10.0,5,2.5,within  norm,>=5Units,<1 time per week,8-12 units
624,3-4 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 20s,True,False,False,False,True,False,False,False,False,0,False,True,False,True,False,False,False,False,False,False,0,True,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £20- £30,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,25,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
625,1-2 times a week,5-9 units,I'm not exactly sure but I need to do something different,0,In my 30s,0,In my 30s,False,False,False,False,False,False,True,False,False,0,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,True,False,0,False,True,False,False,False,False,False,False, £40- £50,6,"Alcohol is causing you more trouble than you realise, ",1.5,6.5,45,9.75,within  norm,>=5Units,1-2 times a week,5-9 units
626,3-4 times a week,8-12 units,I'm not exactly sure but I need to do something different,0,In my 40s,40s,In my 40s,False,False,False,False,False,False,False,True,False,0,False,False,False,True,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,False,False,False,True,False,False,False, £20- £30,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,25,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
628,3-4 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,False,True,False,False,False,False,False,False,False,0,False,False,True,False,False,False,0,False,False,True,False,False,False,False,False, £10- £20,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,15,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
631,3-4 times a week,12-20 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 40s,True,False,False,False,False,True,False,False,True,0,False,True,True,True,True,False,False,False,False,True,0,True,False,False,False,True,False,0,False,False,True,False,True,False,False,False, £20- £30,10,"Alcohol is causing you more trouble than you realise, ",3.5,16.0,25,56.0,2xabove,>=5Units,3-4 times a week,12-20 units
632,1-2 times a week,More than 20 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 30s,False,True,False,False,False,False,False,False,False,0,False,True,True,False,False,False,False,False,False,False,0,True,False,False,False,False,False,0,True,False,True,False,False,False,False,False, £50+,10,"Alcohol is causing you more trouble than you realise, ",1.5,30.0,55,45.0,2xabove,>=5Units,1-2 times a week,20 units+
633,5-6 times a week,8-12 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 30s,False,False,False,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True,False,False,0,False,True,False,False,False,False,0,False,False,False,False,False,False,False,True, £50+,14,"Alcohol plays a big part in your life, ",5.5,10.0,55,55.0,2xabove,>=5Units,5-6 times a week,8-12 units
634,1-2 times a week,More than 20 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 30s,False,False,True,True,True,False,False,False,False,0,True,False,False,False,True,True,False,False,False,True,0,True,False,False,False,True,False,0,True,False,False,False,False,False,False,False, £20- £30,10,"Alcohol is causing you more trouble than you realise, ",1.5,30.0,25,45.0,2xabove,>=5Units,1-2 times a week,20 units+
636,Every day,5-9 units,I want to detox and reset my drinking habits,0,In my 40s,47,In my 40s,False,False,True,False,False,True,True,False,True,0,False,False,False,False,False,False,False,True,True,True,0,True,False,False,False,False,False,0,False,False,False,False,False,False,False,True, £50+,17,"Alcohol plays a big part in your life, ",7.0,6.5,55,45.5,2xabove,>=5Units,Every day,5-9 units
638,1-2 times a week,12-20 units,I want to detox and reset my drinking habits,0,In my late teens,0,In my 40s,False,False,False,True,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,True,False,False,False,False,False,Under £10,9,"Alcohol is causing you more trouble than you realise, ",1.5,16.0,5,24.0,2x norm,>=5Units,1-2 times a week,12-20 units
639,1-2 times a week,5-9 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 20s,False,False,False,True,False,False,False,True,False,0,False,False,True,False,True,False,False,True,True,True,0,True,True,False,False,False,False,0,False,False,False,False,True,False,False,True,Under £10,6,"Alcohol is causing you more trouble than you realise, ",1.5,6.5,5,9.75,within  norm,>=5Units,1-2 times a week,5-9 units
640,Every day,8-12 units,0,keep drinking,In my early teens,0,In my 40s,False,False,False,False,False,False,False,False,False,keep drinking,False,False,False,False,False,False,False,False,False,False,keep drinking,False,False,False,False,False,False,keep drinking,False,False,False,False,False,False,False,True, £50+,19,"Alcohol plays a big part in your life, ",7.0,10.0,55,70.0,2xabove,>=5Units,Every day,8-12 units
642,Every day,8-12 units,I want to drastically cut back and only drink on rare occasions,0,In my late teens,0,In my 30s,False,False,False,True,False,False,False,False,False,0,True,True,True,False,True,True,False,False,False,False,0,False,False,True,False,False,False,0,False,False,False,False,False,False,False,True, £30- £40,19,"Alcohol plays a big part in your life, ",7.0,10.0,35,70.0,2xabove,>=5Units,Every day,8-12 units
643,Every day,2-4 units,I want to completely stop drinking alcohol for good,0,In my 20s,0,In my 40s,False,False,False,False,False,False,True,False,False,0,False,False,True,False,False,False,False,False,False,False,0,True,False,False,False,False,False,0,False,True,False,False,False,False,False,False, £10- £20,16,"Alcohol plays a big part in your life, ",7.0,3.0,15,21.0,2x norm,<5Units,Every day,1-4 units
644,1-2 times a week,12-20 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,0,False,True,False,False,False,False,0,False,False,False,True,False,False,False,False, £10- £20,9,"Alcohol is causing you more trouble than you realise, ",1.5,16.0,15,24.0,2x norm,>=5Units,1-2 times a week,12-20 units
645,1-2 times a week,5-9 units,I want to detox and reset my drinking habits,0,In my late teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,False,True,False,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,True,False,False,False,False,False,False,Under £10,6,"Alcohol is causing you more trouble than you realise, ",1.5,6.5,5,9.75,within  norm,>=5Units,1-2 times a week,5-9 units
646,5-6 times a week,More than 20 units,I want to drastically cut back and only drink on rare occasions,0,In my 30s,0,In my 30s,False,False,False,False,False,False,False,False,False,Want kids to b proud of me,False,False,False,True,False,False,False,False,False,False,0,False,False,False,False,False,True,0,False,False,False,False,False,False,False,True, £50+,16,"Alcohol plays a big part in your life, ",5.5,30.0,55,165.0,2xabove,>=5Units,5-6 times a week,20 units+
647,3-4 times a week,8-12 units,I'm not exactly sure but I need to do something different,0,In my late teens,0,In my 30s,True,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,0,False,False,False,False,True,False,0,False,True,False,False,False,False,False,False, £20- £30,9,"Alcohol is causing you more trouble than you realise, ",3.5,10.0,25,35.0,2xabove,>=5Units,3-4 times a week,8-12 units
648,1-2 times a week,More than 20 units,I want to detox and reset my drinking habits,0,In my early teens,0,In my 20s,True,True,True,True,True,True,False,False,False,0,True,True,False,True,False,False,False,True,False,False,0,True,True,True,False,True,False,0,False,True,False,False,True,False,False,False, £30- £40,10,"Alcohol is causing you more trouble than you realise, ",1.5,30.0,35,45.0,2xabove,>=5Units,1-2 times a week,20 units+
649,5-6 times a week,5-9 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 40s,False,False,False,True,False,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,False,True,False,False,False, £20- £30,12,"Alcohol plays a big part in your life, ",5.5,6.5,25,35.75,2xabove,>=5Units,5-6 times a week,5-9 units
650,Every day,More than 20 units,I'm not exactly sure but I need to do something different,0,In my 20s,0,In my 40s,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,True,0,False,True,False,False,False,False,False,False, £50+,21,"Alcohol is causing you more trouble than you realise, ",7.0,30.0,55,210.0,2xabove,>=5Units,Every day,20 units+
652,3-4 times a week,5-9 units,I want to reduce how much alcohol I'm drinking,0,In my early teens,0,In my 40s,True,False,False,False,False,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,0,True,False,True,False,False,False,0,False,False,False,False,False,False,False,True, £20- £30,7,"Alcohol is causing you more trouble than you realise, ",3.5,6.5,25,22.75,2x norm,>=5Units,3-4 times a week,5-9 units
653,1-2 times a week,8-12 units,I want to drastically cut back and only drink on rare occasions,0,In my late teens,0,In my 30s,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,True,False,0,False,False,False,False,True,False,False,False, £10- £20,8,"Alcohol is causing you more trouble than you realise, ",1.5,10.0,15,15.0,within  norm,>=5Units,1-2 times a week,8-12 units
654,3-4 times a week,12-20 units,I want to reduce how much alcohol I'm drinking,0,In my late teens,0,In my 30s,True,False,False,False,False,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,0,False,False,False,False,True,False,0,False,False,False,True,False,False,False,False, £20- £30,10,"Alcohol is causing you more trouble than you realise, ",3.5,16.0,25,56.0,2xabove,>=5Units,3-4 times a week,12-20 units
656,Every day,12-20 units,I'm not exactly sure but I need to do something different,0,In my early teens,0,In my 30s,False,False,True,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,0,False,False,False,False,True,False,0,False,False,False,False,False,False,False,True, £50+,20,"Alcohol plays a big part in your life, ",7.0,16.0,55,112.0,2xabove,>=5Units,Every day,12-20 units
659,1-2 times a week,More than 20 units,I want to drastically cut back and only drink on rare occasions,0,In my late teens,0,In my 20s,False,False,True,False,False,False,False,False,False,0,False,False,True,True,False,True,False,False,False,False,0,True,False,False,False,False,False,0,False,False,True,False,False,False,False,False, £30- £40,10,"Alcohol is causing you more trouble than you realise, ",1.5,30.0,35,45.0,2xabove,>=5Units,1-2 times a week,20 units+
